client_id,segment,invoice_amount,invoice_date,home_sales,avg_price,overnight_rate,days_to_pay,payment_date,invoice_year,invoice_month
C076,B,30576.72,2020-08-23,14500,720000,2.45,39,2020-10-01,2020,8
C031,B,43237.43,2021-04-09,17500,865000,2.45,46,2021-05-25,2021,4
C056,C,69359.34,2020-12-24,13500,740000,2.45,66,2021-02-28,2020,12
C009,B,50763.09,2020-06-21,13000,710000,2.45,41,2020-08-01,2020,6
C062,A,50869.45,2021-09-20,15800,905000,2.45,22,2021-10-12,2021,9
C066,B,41289.85,2022-07-22,12000,930000,4.2,51,2022-09-11,2022,7
C043,A,42457.28,2020-03-28,12000,700000,3.325,21,2020-04-18,2020,3
C060,B,21945.48,2022-12-11,10000,880000,6.325,50,2023-01-30,2022,12
C062,A,72635.28,2021-08-23,16000,900000,2.45,26,2021-09-18,2021,8
C077,B,129312.25,2022-08-26,11500,920000,4.7,32,2022-09-27,2022,8
C020,A,38004.92,2021-08-06,16000,900000,2.45,26,2021-09-01,2021,8
C030,A,24423.2,2022-01-03,14000,930000,2.45,28,2022-01-31,2022,1
C013,C,53458.38,2021-08-20,16000,900000,2.45,62,2021-10-21,2021,8
C014,A,62335.57,2022-12-05,10000,880000,6.325,35,2023-01-09,2022,12
C030,A,25293.31,2022-06-25,12500,945000,3.6,32,2022-07-27,2022,6
C024,B,99643.82,2021-04-08,17500,865000,2.45,48,2021-05-26,2021,4
C043,A,62154.16,2022-09-03,11000,910000,5.2625,31,2022-10-04,2022,9
C069,A,123037.22,2022-07-24,12000,930000,4.2,37,2022-08-30,2022,7
C033,A,50756.37,2022-04-22,14500,955000,2.95,18,2022-05-10,2022,4
C037,B,33369.85,2020-02-15,11500,690000,3.95,46,2020-04-01,2020,2
C025,B,87762.71,2020-07-13,14000,715000,2.45,27,2020-08-09,2020,7
C045,A,43950.44,2020-11-28,14200,735000,2.45,20,2020-12-18,2020,11
C065,A,31052.58,2020-02-22,11500,690000,3.95,16,2020-03-09,2020,2
C041,A,30593.2,2022-10-27,10800,900000,5.45,34,2022-11-30,2022,10
C043,A,11214.4,2020-02-18,11500,690000,3.95,18,2020-03-07,2020,2
C079,B,59677.0,2020-02-19,11500,690000,3.95,36,2020-03-26,2020,2
C055,B,61552.99,2021-07-27,16500,895000,2.45,44,2021-09-09,2021,7
C076,B,43182.56,2022-06-06,12500,945000,3.6,37,2022-07-13,2022,6
C037,B,228008.56,2021-05-10,18000,880000,2.45,46,2021-06-25,2021,5
C009,B,87994.56,2022-12-05,10000,880000,6.325,59,2023-02-02,2022,12
C035,C,119280.1,2020-05-10,9000,705000,2.45,34,2020-06-13,2020,5
C012,C,73893.42,2022-04-27,14500,955000,2.95,45,2022-06-11,2022,4
C011,A,61773.58,2020-07-06,14000,715000,2.45,19,2020-07-25,2020,7
C034,C,67389.63,2020-12-04,13500,740000,2.45,37,2021-01-10,2020,12
C062,A,116969.03,2021-02-20,14500,835000,2.45,26,2021-03-18,2021,2
C060,B,34185.63,2020-12-16,13500,740000,2.45,38,2021-01-23,2020,12
C027,A,27563.78,2021-10-07,15500,910000,2.45,24,2021-10-31,2021,10
C059,A,70585.17,2020-04-13,6500,695000,2.45,31,2020-05-14,2020,4
C063,C,30394.17,2022-09-16,11000,910000,5.2625,65,2022-11-20,2022,9
C025,B,29577.77,2020-10-14,14800,730000,2.45,35,2020-11-18,2020,10
C075,B,73976.14,2022-06-05,12500,945000,3.6,33,2022-07-08,2022,6
C009,B,70905.34,2021-09-07,15800,905000,2.45,32,2021-10-09,2021,9
C045,A,48972.06,2020-08-09,14500,720000,2.45,26,2020-09-04,2020,8
C037,B,64948.22,2022-10-04,10800,900000,5.45,50,2022-11-23,2022,10
C076,B,30039.58,2020-02-24,11500,690000,3.95,35,2020-03-30,2020,2
C044,C,35058.0,2021-10-06,15500,910000,2.45,42,2021-11-17,2021,10
C040,B,80457.23,2021-12-03,13800,920000,2.45,50,2022-01-22,2021,12
C017,B,52987.26,2020-07-07,14000,715000,2.45,21,2020-07-28,2020,7
C010,B,101571.15,2020-08-07,14500,720000,2.45,30,2020-09-06,2020,8
C005,A,52938.74,2021-04-26,17500,865000,2.45,16,2021-05-12,2021,4
C054,C,102573.97,2021-03-21,17000,850000,2.45,55,2021-05-15,2021,3
C017,B,183166.0,2020-01-07,11000,680000,3.95,55,2020-03-02,2020,1
C044,C,74773.06,2022-01-23,14000,930000,2.45,80,2022-04-13,2022,1
C064,B,47179.51,2022-12-10,10000,880000,6.325,56,2023-02-04,2022,12
C034,C,57100.1,2021-01-28,13000,820000,2.45,73,2021-04-11,2021,1
C079,B,33023.63,2020-07-05,14000,715000,2.45,38,2020-08-12,2020,7
C006,A,45017.4,2020-03-19,12000,700000,3.325,24,2020-04-12,2020,3
C007,A,82302.06,2022-06-08,12500,945000,3.6,25,2022-07-03,2022,6
C026,B,37304.84,2020-01-11,11000,680000,3.95,47,2020-02-27,2020,1
C023,A,62470.3,2020-06-01,13000,710000,2.45,32,2020-07-03,2020,6
C068,C,99881.65,2022-02-17,15000,945000,2.45,67,2022-04-25,2022,2
C030,A,64506.6,2021-02-24,14500,835000,2.45,28,2021-03-24,2021,2
C029,B,49203.49,2020-04-07,6500,695000,2.45,33,2020-05-10,2020,4
C051,C,162400.89,2020-01-01,11000,680000,3.95,81,2020-03-22,2020,1
C015,A,22968.31,2022-11-14,10500,890000,5.95,40,2022-12-24,2022,11
C061,B,58111.12,2022-01-13,14000,930000,2.45,45,2022-02-27,2022,1
C018,B,38889.4,2021-03-18,17000,850000,2.45,39,2021-04-26,2021,3
C023,A,39569.23,2022-07-22,12000,930000,4.2,27,2022-08-18,2022,7
C011,A,37579.8,2022-12-08,10000,880000,6.325,48,2023-01-25,2022,12
C065,A,27770.76,2020-10-04,14800,730000,2.45,22,2020-10-26,2020,10
C032,A,164702.89,2022-12-09,10000,880000,6.325,45,2023-01-23,2022,12
C012,C,111138.36,2021-09-25,15800,905000,2.45,37,2021-11-01,2021,9
C025,B,125140.27,2020-07-07,14000,715000,2.45,28,2020-08-04,2020,7
C013,C,131192.33,2021-11-13,14500,915000,2.45,47,2021-12-30,2021,11
C017,B,104882.85,2022-05-22,13500,950000,3.2,50,2022-07-11,2022,5
C030,A,42292.49,2020-12-03,13500,740000,2.45,29,2021-01-01,2020,12
C019,B,50521.81,2021-05-08,18000,880000,2.45,30,2021-06-07,2021,5
C054,C,163459.1,2022-09-13,11000,910000,5.2625,47,2022-10-30,2022,9
C020,A,33781.22,2021-10-24,15500,910000,2.45,21,2021-11-14,2021,10
C041,A,78580.04,2021-10-11,15500,910000,2.45,22,2021-11-02,2021,10
C074,C,89180.58,2020-05-27,9000,705000,2.45,58,2020-07-24,2020,5
C077,B,48747.81,2021-05-07,18000,880000,2.45,10,2021-05-17,2021,5
C025,B,43329.3,2022-12-06,10000,880000,6.325,55,2023-01-30,2022,12
C042,B,44047.97,2021-03-28,17000,850000,2.45,33,2021-04-30,2021,3
C044,C,47082.92,2022-11-03,10500,890000,5.95,84,2023-01-26,2022,11
C076,B,87560.75,2022-02-26,15000,945000,2.45,23,2022-03-21,2022,2
C052,B,52146.52,2020-03-18,12000,700000,3.325,36,2020-04-23,2020,3
C008,C,101033.75,2022-09-01,11000,910000,5.2625,67,2022-11-07,2022,9
C027,A,42928.48,2022-07-01,12000,930000,4.2,20,2022-07-21,2022,7
C055,B,34342.13,2022-01-20,14000,930000,2.45,48,2022-03-09,2022,1
C020,A,39994.67,2022-10-02,10800,900000,5.45,44,2022-11-15,2022,10
C051,C,87114.11,2020-06-14,13000,710000,2.45,73,2020-08-26,2020,6
C060,B,85082.97,2021-10-08,15500,910000,2.45,44,2021-11-21,2021,10
C025,B,96314.99,2020-08-28,14500,720000,2.45,36,2020-10-03,2020,8
C072,A,73609.77,2020-05-01,9000,705000,2.45,21,2020-05-22,2020,5
C044,C,41956.44,2020-07-25,14000,715000,2.45,68,2020-10-01,2020,7
C073,A,11851.62,2022-05-19,13500,950000,3.2,33,2022-06-21,2022,5
C048,B,79834.68,2022-06-13,12500,945000,3.6,41,2022-07-24,2022,6
C049,B,46745.06,2021-11-11,14500,915000,2.45,19,2021-11-30,2021,11
C040,B,76560.5,2022-04-03,14500,955000,2.95,37,2022-05-10,2022,4
C051,C,36593.83,2022-04-20,14500,955000,2.95,62,2022-06-21,2022,4
C027,A,37203.58,2021-12-20,13800,920000,2.45,23,2022-01-12,2021,12
C017,B,128545.55,2020-07-27,14000,715000,2.45,47,2020-09-12,2020,7
C077,B,52494.39,2020-04-22,6500,695000,2.45,47,2020-06-08,2020,4
C080,A,102756.13,2022-06-11,12500,945000,3.6,23,2022-07-04,2022,6
C064,B,78660.95,2020-08-21,14500,720000,2.45,21,2020-09-11,2020,8
C043,A,34113.18,2021-02-23,14500,835000,2.45,22,2021-03-17,2021,2
C069,A,42901.08,2021-12-03,13800,920000,2.45,34,2022-01-06,2021,12
C006,A,46076.71,2021-03-11,17000,850000,2.45,28,2021-04-08,2021,3
C004,B,81367.35,2021-09-02,15800,905000,2.45,34,2021-10-06,2021,9
C070,C,102577.19,2021-01-05,13000,820000,2.45,74,2021-03-20,2021,1
C008,C,46704.16,2021-02-17,14500,835000,2.45,48,2021-04-06,2021,2
C061,B,66007.93,2020-04-09,6500,695000,2.45,51,2020-05-30,2020,4
C010,B,56354.53,2022-03-04,15500,960000,2.65,29,2022-04-02,2022,3
C040,B,138601.68,2022-11-16,10500,890000,5.95,57,2023-01-12,2022,11
C071,B,62365.05,2021-01-10,13000,820000,2.45,35,2021-02-14,2021,1
C056,C,101085.36,2022-11-27,10500,890000,5.95,82,2023-02-17,2022,11
C016,A,41074.82,2020-02-28,11500,690000,3.95,27,2020-03-26,2020,2
C037,B,169690.64,2020-07-18,14000,715000,2.45,44,2020-08-31,2020,7
C051,C,141629.33,2020-10-11,14800,730000,2.45,42,2020-11-22,2020,10
C028,B,134954.43,2022-10-12,10800,900000,5.45,62,2022-12-13,2022,10
C072,A,32174.15,2020-10-03,14800,730000,2.45,23,2020-10-26,2020,10
C040,B,26059.12,2021-05-04,18000,880000,2.45,14,2021-05-18,2021,5
C037,B,89935.85,2020-12-16,13500,740000,2.45,36,2021-01-21,2020,12
C054,C,96788.2,2022-07-11,12000,930000,4.2,78,2022-09-27,2022,7
C034,C,64848.47,2022-03-21,15500,960000,2.65,47,2022-05-07,2022,3
C061,B,83304.14,2022-02-28,15000,945000,2.45,54,2022-04-23,2022,2
C069,A,69821.0,2020-04-08,6500,695000,2.45,20,2020-04-28,2020,4
C009,B,70192.9,2021-10-11,15500,910000,2.45,32,2021-11-12,2021,10
C028,B,80808.7,2020-12-09,13500,740000,2.45,42,2021-01-20,2020,12
C077,B,27839.36,2021-04-09,17500,865000,2.45,44,2021-05-23,2021,4
C074,C,36882.2,2020-04-01,6500,695000,2.45,70,2020-06-10,2020,4
C023,A,35968.96,2021-03-27,17000,850000,2.45,19,2021-04-15,2021,3
C057,A,45024.43,2021-09-06,15800,905000,2.45,20,2021-09-26,2021,9
C040,B,110535.44,2022-08-08,11500,920000,4.7,29,2022-09-06,2022,8
C078,A,107501.27,2022-04-18,14500,955000,2.95,24,2022-05-12,2022,4
C080,A,102577.46,2021-01-05,13000,820000,2.45,30,2021-02-04,2021,1
C071,B,79882.11,2022-06-10,12500,945000,3.6,39,2022-07-19,2022,6
C076,B,80542.62,2022-06-27,12500,945000,3.6,41,2022-08-07,2022,6
C027,A,44250.24,2022-11-16,10500,890000,5.95,30,2022-12-16,2022,11
C029,B,48884.85,2022-11-19,10500,890000,5.95,56,2023-01-14,2022,11
C046,B,27443.34,2020-07-06,14000,715000,2.45,43,2020-08-18,2020,7
C040,B,72447.0,2022-10-25,10800,900000,5.45,54,2022-12-18,2022,10
C005,A,69797.91,2020-12-12,13500,740000,2.45,31,2021-01-12,2020,12
C033,A,35725.0,2020-04-01,6500,695000,2.45,30,2020-05-01,2020,4
C063,C,61301.56,2021-01-09,13000,820000,2.45,68,2021-03-18,2021,1
C026,B,128927.82,2022-08-23,11500,920000,4.7,50,2022-10-12,2022,8
C023,A,54354.69,2022-07-08,12000,930000,4.2,26,2022-08-03,2022,7
C018,B,37052.48,2022-01-18,14000,930000,2.45,36,2022-02-23,2022,1
C005,A,78441.56,2022-12-20,10000,880000,6.325,49,2023-02-07,2022,12
C006,A,45901.44,2022-11-14,10500,890000,5.95,39,2022-12-23,2022,11
C069,A,46233.17,2020-01-22,11000,680000,3.95,31,2020-02-22,2020,1
C009,B,56250.91,2020-11-07,14200,735000,2.45,34,2020-12-11,2020,11
C038,A,30258.06,2022-01-19,14000,930000,2.45,30,2022-02-18,2022,1
C035,C,97164.05,2020-04-22,6500,695000,2.45,57,2020-06-18,2020,4
C073,A,41944.91,2020-01-21,11000,680000,3.95,33,2020-02-23,2020,1
C063,C,53405.2,2020-10-05,14800,730000,2.45,70,2020-12-14,2020,10
C025,B,80239.5,2020-06-18,13000,710000,2.45,49,2020-08-06,2020,6
C062,A,128274.68,2021-05-10,18000,880000,2.45,14,2021-05-24,2021,5
C055,B,45932.49,2021-09-14,15800,905000,2.45,28,2021-10-12,2021,9
C062,A,28971.57,2020-10-10,14800,730000,2.45,28,2020-11-07,2020,10
C077,B,55356.19,2020-11-18,14200,735000,2.45,38,2020-12-26,2020,11
C067,A,97609.94,2021-09-24,15800,905000,2.45,21,2021-10-15,2021,9
C074,C,64868.63,2022-05-14,13500,950000,3.2,72,2022-07-25,2022,5
C014,A,63575.62,2020-04-06,6500,695000,2.45,26,2020-05-02,2020,4
C046,B,66640.99,2020-04-08,6500,695000,2.45,41,2020-05-19,2020,4
C003,B,29607.55,2021-02-09,14500,835000,2.45,19,2021-02-28,2021,2
C016,A,24780.02,2022-12-18,10000,880000,6.325,38,2023-01-25,2022,12
C070,C,91916.9,2021-02-24,14500,835000,2.45,47,2021-04-12,2021,2
C070,C,33857.32,2020-12-23,13500,740000,2.45,57,2021-02-18,2020,12
C075,B,82283.33,2022-05-05,13500,950000,3.2,29,2022-06-03,2022,5
C066,B,28368.22,2020-08-03,14500,720000,2.45,32,2020-09-04,2020,8
C022,A,21716.39,2020-09-24,15000,725000,2.45,19,2020-10-13,2020,9
C041,A,23877.74,2022-07-09,12000,930000,4.2,34,2022-08-12,2022,7
C031,B,55784.51,2021-07-19,16500,895000,2.45,32,2021-08-20,2021,7
C017,B,35415.82,2022-03-04,15500,960000,2.65,20,2022-03-24,2022,3
C054,C,39715.44,2021-04-02,17500,865000,2.45,40,2021-05-12,2021,4
C026,B,27816.67,2020-08-21,14500,720000,2.45,40,2020-09-30,2020,8
C032,A,38608.46,2021-07-09,16500,895000,2.45,25,2021-08-03,2021,7
C059,A,39948.1,2021-12-01,13800,920000,2.45,30,2021-12-31,2021,12
C030,A,56538.3,2020-11-14,14200,735000,2.45,21,2020-12-05,2020,11
C014,A,47827.95,2020-09-14,15000,725000,2.45,26,2020-10-10,2020,9
C063,C,54535.07,2021-03-13,17000,850000,2.45,34,2021-04-16,2021,3
C021,B,84525.04,2021-02-26,14500,835000,2.45,42,2021-04-09,2021,2
C051,C,73443.87,2022-02-07,15000,945000,2.45,37,2022-03-16,2022,2
C025,B,96855.49,2020-12-08,13500,740000,2.45,59,2021-02-05,2020,12
C029,B,41099.94,2021-07-02,16500,895000,2.45,67,2021-09-07,2021,7
C060,B,56251.62,2021-01-11,13000,820000,2.45,45,2021-02-25,2021,1
C047,B,42255.69,2020-07-19,14000,715000,2.45,28,2020-08-16,2020,7
C072,A,47503.63,2021-03-12,17000,850000,2.45,18,2021-03-30,2021,3
C078,A,59759.11,2022-08-08,11500,920000,4.7,29,2022-09-06,2022,8
C061,B,68047.1,2020-11-19,14200,735000,2.45,37,2020-12-26,2020,11
C077,B,27072.24,2021-02-07,14500,835000,2.45,35,2021-03-14,2021,2
C038,A,40268.46,2020-05-14,9000,705000,2.45,16,2020-05-30,2020,5
C068,C,81248.12,2021-10-02,15500,910000,2.45,87,2021-12-28,2021,10
C061,B,97002.88,2022-02-21,15000,945000,2.45,26,2022-03-19,2022,2
C049,B,45321.2,2021-05-12,18000,880000,2.45,29,2021-06-10,2021,5
C015,A,45719.82,2020-06-25,13000,710000,2.45,15,2020-07-10,2020,6
C056,C,57671.94,2021-08-28,16000,900000,2.45,51,2021-10-18,2021,8
C043,A,54846.66,2022-09-02,11000,910000,5.2625,38,2022-10-10,2022,9
C063,C,165636.2,2021-12-01,13800,920000,2.45,74,2022-02-13,2021,12
C016,A,64494.5,2022-05-14,13500,950000,3.2,20,2022-06-03,2022,5
C033,A,30005.83,2021-01-19,13000,820000,2.45,27,2021-02-15,2021,1
C048,B,50166.62,2021-08-17,16000,900000,2.45,38,2021-09-24,2021,8
C059,A,49309.16,2020-12-08,13500,740000,2.45,37,2021-01-14,2020,12
C060,B,53588.09,2021-03-17,17000,850000,2.45,43,2021-04-29,2021,3
C015,A,78088.23,2022-01-23,14000,930000,2.45,16,2022-02-08,2022,1
C042,B,55189.66,2022-01-13,14000,930000,2.45,42,2022-02-24,2022,1
C035,C,107580.25,2022-12-19,10000,880000,6.325,107,2023-04-05,2022,12
C002,C,56378.67,2022-08-02,11500,920000,4.7,59,2022-09-30,2022,8
C025,B,41274.12,2022-12-05,10000,880000,6.325,73,2023-02-16,2022,12
C013,C,52591.86,2021-03-20,17000,850000,2.45,67,2021-05-26,2021,3
C003,B,132096.55,2022-03-25,15500,960000,2.65,33,2022-04-27,2022,3
C011,A,38110.02,2020-10-12,14800,730000,2.45,20,2020-11-01,2020,10
C006,A,23451.17,2022-07-13,12000,930000,4.2,21,2022-08-03,2022,7
C001,B,50585.07,2020-04-16,6500,695000,2.45,55,2020-06-10,2020,4
C053,C,126047.52,2021-11-18,14500,915000,2.45,42,2021-12-30,2021,11
C070,C,172629.44,2022-01-19,14000,930000,2.45,50,2022-03-10,2022,1
C051,C,52850.56,2020-04-01,6500,695000,2.45,78,2020-06-18,2020,4
C038,A,36109.17,2021-07-13,16500,895000,2.45,24,2021-08-06,2021,7
C057,A,41197.57,2022-02-03,15000,945000,2.45,20,2022-02-23,2022,2
C043,A,106712.09,2021-02-03,14500,835000,2.45,16,2021-02-19,2021,2
C069,A,53808.23,2020-03-12,12000,700000,3.325,19,2020-03-31,2020,3
C028,B,78985.14,2020-12-16,13500,740000,2.45,37,2021-01-22,2020,12
C008,C,95017.63,2022-05-15,13500,950000,3.2,81,2022-08-04,2022,5
C045,A,21615.01,2021-11-01,14500,915000,2.45,20,2021-11-21,2021,11
C051,C,68257.38,2022-02-12,15000,945000,2.45,69,2022-04-22,2022,2
C016,A,74096.46,2021-03-18,17000,850000,2.45,20,2021-04-07,2021,3
C041,A,55519.21,2020-03-03,12000,700000,3.325,16,2020-03-19,2020,3
C045,A,45160.27,2021-12-21,13800,920000,2.45,36,2022-01-26,2021,12
C050,A,56168.34,2022-07-26,12000,930000,4.2,23,2022-08-18,2022,7
C061,B,77249.89,2022-09-12,11000,910000,5.2625,50,2022-11-01,2022,9
C033,A,35083.51,2022-04-13,14500,955000,2.95,24,2022-05-07,2022,4
C056,C,58723.96,2020-01-19,11000,680000,3.95,71,2020-03-30,2020,1
C069,A,40679.79,2020-01-18,11000,680000,3.95,29,2020-02-16,2020,1
C009,B,43155.71,2020-06-16,13000,710000,2.45,32,2020-07-18,2020,6
C010,B,59817.9,2022-05-16,13500,950000,3.2,38,2022-06-23,2022,5
C044,C,172234.98,2021-11-18,14500,915000,2.45,50,2022-01-07,2021,11
C052,B,44566.4,2020-05-09,9000,705000,2.45,52,2020-06-30,2020,5
C038,A,75643.97,2022-06-01,12500,945000,3.6,22,2022-06-23,2022,6
C076,B,117527.59,2020-01-06,11000,680000,3.95,25,2020-01-31,2020,1
C041,A,51589.81,2021-01-12,13000,820000,2.45,18,2021-01-30,2021,1
C058,A,54062.13,2021-10-26,15500,910000,2.45,18,2021-11-13,2021,10
C072,A,14151.12,2020-10-26,14800,730000,2.45,23,2020-11-18,2020,10
C059,A,29785.09,2022-04-18,14500,955000,2.95,24,2022-05-12,2022,4
C070,C,62013.98,2022-10-13,10800,900000,5.45,61,2022-12-13,2022,10
C022,A,34836.16,2021-07-10,16500,895000,2.45,19,2021-07-29,2021,7
C019,B,85530.38,2021-01-14,13000,820000,2.45,36,2021-02-19,2021,1
C057,A,43744.24,2022-06-05,12500,945000,3.6,26,2022-07-01,2022,6
C044,C,283750.48,2022-09-19,11000,910000,5.2625,59,2022-11-17,2022,9
C013,C,118741.11,2022-02-14,15000,945000,2.45,47,2022-04-02,2022,2
C013,C,32278.54,2022-09-16,11000,910000,5.2625,90,2022-12-15,2022,9
C074,C,31932.74,2021-04-10,17500,865000,2.45,61,2021-06-10,2021,4
C021,B,32452.21,2020-06-15,13000,710000,2.45,25,2020-07-10,2020,6
C078,A,39128.54,2022-09-25,11000,910000,5.2625,36,2022-10-31,2022,9
C001,B,34512.68,2020-03-26,12000,700000,3.325,43,2020-05-08,2020,3
C046,B,74465.19,2022-11-17,10500,890000,5.95,60,2023-01-16,2022,11
C029,B,61375.71,2020-09-06,15000,725000,2.45,44,2020-10-20,2020,9
C038,A,54607.17,2020-07-24,14000,715000,2.45,29,2020-08-22,2020,7
C061,B,28629.58,2021-02-20,14500,835000,2.45,20,2021-03-12,2021,2
C011,A,83400.57,2020-08-02,14500,720000,2.45,15,2020-08-17,2020,8
C041,A,111287.59,2020-09-18,15000,725000,2.45,27,2020-10-15,2020,9
C074,C,48772.93,2020-11-23,14200,735000,2.45,51,2021-01-13,2020,11
C005,A,33235.65,2022-09-08,11000,910000,5.2625,28,2022-10-06,2022,9
C006,A,19141.29,2022-07-28,12000,930000,4.2,22,2022-08-19,2022,7
C047,B,40728.1,2020-01-28,11000,680000,3.95,40,2020-03-08,2020,1
C002,C,105880.41,2020-02-28,11500,690000,3.95,60,2020-04-28,2020,2
C025,B,115134.96,2020-08-06,14500,720000,2.45,33,2020-09-08,2020,8
C047,B,128909.64,2022-02-20,15000,945000,2.45,26,2022-03-18,2022,2
C028,B,37816.92,2022-12-18,10000,880000,6.325,83,2023-03-11,2022,12
C034,C,103096.51,2020-08-28,14500,720000,2.45,102,2020-12-08,2020,8
C075,B,68264.85,2021-04-18,17500,865000,2.45,59,2021-06-16,2021,4
C051,C,43181.32,2022-05-28,13500,950000,3.2,62,2022-07-29,2022,5
C039,B,117659.29,2022-12-15,10000,880000,6.325,71,2023-02-24,2022,12
C079,B,81026.86,2021-11-16,14500,915000,2.45,51,2022-01-06,2021,11
C043,A,45024.75,2020-09-17,15000,725000,2.45,25,2020-10-12,2020,9
C062,A,37988.64,2022-03-28,15500,960000,2.65,19,2022-04-16,2022,3
C023,A,48619.19,2021-11-13,14500,915000,2.45,29,2021-12-12,2021,11
C006,A,77549.05,2020-11-04,14200,735000,2.45,29,2020-12-03,2020,11
C023,A,45708.52,2022-09-23,11000,910000,5.2625,36,2022-10-29,2022,9
C038,A,34391.94,2021-06-16,17800,890000,2.45,23,2021-07-09,2021,6
C039,B,26141.16,2020-11-28,14200,735000,2.45,27,2020-12-25,2020,11
C025,B,55253.11,2021-03-04,17000,850000,2.45,32,2021-04-05,2021,3
C052,B,69062.95,2021-05-24,18000,880000,2.45,30,2021-06-23,2021,5
C005,A,89936.15,2021-08-12,16000,900000,2.45,26,2021-09-07,2021,8
C012,C,55327.8,2021-11-23,14500,915000,2.45,76,2022-02-07,2021,11
C025,B,88094.56,2020-07-18,14000,715000,2.45,35,2020-08-22,2020,7
C027,A,39576.38,2021-06-12,17800,890000,2.45,20,2021-07-02,2021,6
C008,C,33228.02,2022-05-14,13500,950000,3.2,55,2022-07-08,2022,5
C045,A,23926.17,2020-05-27,9000,705000,2.45,22,2020-06-18,2020,5
C051,C,48897.53,2021-07-02,16500,895000,2.45,60,2021-08-31,2021,7
C015,A,182328.46,2022-06-26,12500,945000,3.6,24,2022-07-20,2022,6
C028,B,50537.83,2021-10-23,15500,910000,2.45,42,2021-12-04,2021,10
C023,A,41311.39,2022-01-06,14000,930000,2.45,28,2022-02-03,2022,1
C070,C,60524.42,2021-02-19,14500,835000,2.45,71,2021-05-01,2021,2
C039,B,83992.81,2020-09-14,15000,725000,2.45,40,2020-10-24,2020,9
C030,A,75306.63,2022-07-10,12000,930000,4.2,27,2022-08-06,2022,7
C029,B,23081.28,2022-04-26,14500,955000,2.95,38,2022-06-03,2022,4
C004,B,60593.0,2020-02-16,11500,690000,3.95,62,2020-04-18,2020,2
C044,C,53896.12,2022-10-02,10800,900000,5.45,80,2022-12-21,2022,10
C078,A,61606.34,2020-12-14,13500,740000,2.45,27,2021-01-10,2020,12
C045,A,20630.87,2020-10-18,14800,730000,2.45,17,2020-11-04,2020,10
C077,B,43389.56,2020-06-02,13000,710000,2.45,51,2020-07-23,2020,6
C043,A,43680.27,2022-06-01,12500,945000,3.6,35,2022-07-06,2022,6
C039,B,84960.83,2021-04-16,17500,865000,2.45,33,2021-05-19,2021,4
C022,A,42499.22,2022-10-07,10800,900000,5.45,42,2022-11-18,2022,10
C067,A,45821.43,2021-05-15,18000,880000,2.45,18,2021-06-02,2021,5
C013,C,54581.57,2020-07-11,14000,715000,2.45,25,2020-08-05,2020,7
C038,A,65314.3,2020-03-06,12000,700000,3.325,34,2020-04-09,2020,3
C041,A,32077.11,2020-01-18,11000,680000,3.95,30,2020-02-17,2020,1
C051,C,75534.77,2022-12-22,10000,880000,6.325,82,2023-03-14,2022,12
C062,A,37898.48,2020-02-26,11500,690000,3.95,29,2020-03-26,2020,2
C070,C,62570.83,2020-06-17,13000,710000,2.45,55,2020-08-11,2020,6
C011,A,38974.98,2020-12-10,13500,740000,2.45,34,2021-01-13,2020,12
C028,B,118650.3,2022-01-20,14000,930000,2.45,26,2022-02-15,2022,1
C047,B,64759.52,2021-05-09,18000,880000,2.45,42,2021-06-20,2021,5
C063,C,65681.76,2021-01-05,13000,820000,2.45,81,2021-03-27,2021,1
C072,A,83369.6,2022-11-17,10500,890000,5.95,41,2022-12-28,2022,11
C046,B,56727.49,2022-09-25,11000,910000,5.2625,44,2022-11-08,2022,9
C014,A,15488.02,2021-02-25,14500,835000,2.45,23,2021-03-20,2021,2
C050,A,19597.82,2021-04-06,17500,865000,2.45,16,2021-04-22,2021,4
C031,B,46665.0,2020-04-13,6500,695000,2.45,44,2020-05-27,2020,4
C054,C,88296.08,2021-10-17,15500,910000,2.45,66,2021-12-22,2021,10
C054,C,124803.73,2021-12-04,13800,920000,2.45,79,2022-02-21,2021,12
C037,B,79029.98,2020-11-19,14200,735000,2.45,34,2020-12-23,2020,11
C050,A,49395.21,2022-09-23,11000,910000,5.2625,37,2022-10-30,2022,9
C037,B,76552.7,2021-05-16,18000,880000,2.45,51,2021-07-06,2021,5
C078,A,73009.3,2020-10-26,14800,730000,2.45,16,2020-11-11,2020,10
C003,B,23401.5,2022-07-10,12000,930000,4.2,28,2022-08-07,2022,7
C075,B,50573.0,2021-03-01,17000,850000,2.45,22,2021-03-23,2021,3
C042,B,46608.42,2020-07-21,14000,715000,2.45,44,2020-09-03,2020,7
C075,B,73636.97,2022-04-18,14500,955000,2.95,38,2022-05-26,2022,4
C043,A,66776.44,2020-08-14,14500,720000,2.45,29,2020-09-12,2020,8
C027,A,49720.79,2021-08-01,16000,900000,2.45,27,2021-08-28,2021,8
C042,B,94479.3,2022-08-19,11500,920000,4.7,32,2022-09-20,2022,8
C063,C,141635.31,2020-01-17,11000,680000,3.95,72,2020-03-29,2020,1
C072,A,23324.89,2020-03-13,12000,700000,3.325,28,2020-04-10,2020,3
C017,B,30050.84,2021-07-18,16500,895000,2.45,31,2021-08-18,2021,7
C056,C,39222.61,2022-06-13,12500,945000,3.6,62,2022-08-14,2022,6
